Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,MORT-30-COPD Achievement Threshold,MORT-30-COPD Benchmark,MORT-30-COPD Baseline Rate,MORT-30-COPD Performance Rate,MORT-30-COPD Achievement Points,MORT-30-COPD Improvement Points,MORT-30-COPD Measure Score,MORT-30-CABG Achievement Threshold,MORT-30-CABG Benchmark,MORT-30-CABG Baseline Rate,MORT-30-CABG Performance Rate,MORT-30-CABG Achievement Points,MORT-30-CABG Improvement Points,MORT-30-CABG Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
2024,50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,Not Available,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,Not Available,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,0.869247,0.887868,0.873536,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.873162,0.872702,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.836217,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611,ALAMEDA,0.869247,0.887868,0.867556,0.879535,5 out of 10,5 out of 9,5 out of 10,0.882308,0.907733,0.881121,0.883040,1 out of 10,0 out of 9,1 out of 10,0.840281,0.872976,0.839688,0.810421,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923194,0.904603,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,94115,SAN FRANCISCO,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,Not Available,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,Not Available,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,90732,LOS ANGELES,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.887565,0.865322,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.841244,0.806383,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.906559,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.035056,Not Available,Not Available,Not Available,Not Available
2024,50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,VENTURA,0.869247,0.887868,0.872089,0.883123,7 out of 10,6 out of 9,7 out of 10,0.882308,0.907733,0.913029,0.899937,7 out of 10,0 out of 9,7 out of 10,0.840281,0.872976,0.850030,0.817908,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.927813,0.929092,7 out of 10,2 out of 9,7 out of 10,0.969499,0.980319,0.976888,0.963630,0 out of 10,0 out of 9,0 out of 10,0.025396,0.018159,0.023012,0.025752,0 out of 10,0 out of 9,0 out of 10
2024,50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,0.869247,0.887868,0.867024,0.873477,3 out of 10,3 out of 9,3 out of 10,0.882308,0.907733,0.888037,0.896374,5 out of 10,4 out of 9,5 out of 10,0.840281,0.872976,0.814634,0.800594,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.878156,0.914392,0 out of 10,6 out of 9,6 out of 10,0.969499,0.980319,0.959630,0.963827,0 out of 10,2 out of 9,2 out of 10,0.025396,0.018159,0.027849,Not Available,Not Available,Not Available,Not Available
2024,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.883156,0.888122,3 out of 10,2 out of 9,3 out of 10,0.840281,0.872976,0.837749,0.824823,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.911235,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.877394,0.875321,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.817712,0.795616,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.914202,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.024244,Not Available,Not Available,Not Available,Not Available
2024,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,FRESNO,0.869247,0.887868,0.873036,0.855268,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.876051,0.880088,0 out of 10,1 out of 9,1 out of 10,0.840281,0.872976,0.809822,0.794960,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.916573,0.901029,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.972572,0.962914,0 out of 10,0 out of 9,0 out of 10,0.025396,0.018159,0.023170,0.024530,2 out of 10,0 out of 9,2 out of 10
2024,50099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,0.869247,0.887868,0.898296,0.893841,10 out of 10,0 out of 9,10 out of 10,0.882308,0.907733,0.898391,0.889730,3 out of 10,0 out of 9,3 out of 10,0.840281,0.872976,0.848614,0.838375,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.915463,0.904396,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.974117,0.975969,6 out of 10,2 out of 9,6 out of 10,0.025396,0.018159,0.030924,0.029291,0 out of 10,1 out of 9,1 out of 10
2024,50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,0.869247,0.887868,0.855269,0.868499,0 out of 10,4 out of 9,4 out of 10,0.882308,0.907733,0.881152,0.895106,5 out of 10,5 out of 9,5 out of 10,0.840281,0.872976,0.834760,0.794217,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.917038,0.900668,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.973517,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.017738,0.023761,3 out of 10,0 out of 9,3 out of 10
2024,50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,94589,SOLANO,0.869247,0.887868,0.858382,0.858964,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.863900,0.877170,0 out of 10,3 out of 9,3 out of 10,0.840281,0.872976,0.837254,0.821304,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.918538,0.916689,1 out of 10,0 out of 9,1 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.045988,0.034624,0 out of 10,4 out of 9,4 out of 10
2024,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,0.869247,0.887868,0.873890,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.866691,0.894241,5 out of 10,6 out of 9,6 out of 10,0.840281,0.872976,0.840075,0.800646,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.924033,0.904008,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.020142,0.028261,0 out of 10,0 out of 9,0 out of 10
2024,50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,LOS ANGELES,0.869247,0.887868,0.881208,0.872931,2 out of 10,0 out of 9,2 out of 10,0.882308,0.907733,0.904607,0.890726,3 out of 10,0 out of 9,3 out of 10,0.840281,0.872976,0.885465,0.814524,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.929468,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023653,Not Available,Not Available,Not Available,Not Available
2024,50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,0.869247,0.887868,0.858676,0.883498,7 out of 10,8 out of 9,8 out of 10,0.882308,0.907733,0.904803,0.892405,4 out of 10,0 out of 9,4 out of 10,0.840281,0.872976,0.855960,0.857035,5 out of 10,0 out of 9,5 out of 10,0.916491,0.934002,0.929973,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,SANTA BARBARA,0.869247,0.887868,0.864182,0.842581,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.838863,0.864140,0 out of 10,3 out of 9,3 out of 10,0.840281,0.872976,0.821982,0.828961,0 out of 10,1 out of 9,1 out of 10,0.916491,0.934002,0.897139,0.897919,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.976794,0.962968,0 out of 10,0 out of 9,0 out of 10,0.025396,0.018159,0.021118,0.020206,7 out of 10,3 out of 9,7 out of 10
2024,50108,SUTTER MEDICAL CENTER  SACRAMENTO,2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,0.869247,0.887868,0.878417,0.882685,7 out of 10,4 out of 9,7 out of 10,0.882308,0.907733,0.870229,0.871437,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.837223,0.806410,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.912303,0.896052,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.981037,0.978809,8 out of 10,0 out of 9,8 out of 10,0.025396,0.018159,0.019198,0.028740,0 out of 10,0 out of 9,0 out of 10
2024,50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,0.869247,0.887868,0.872133,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.857234,0.853989,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.813411,0.794679,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.913114,0.898553,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026060,0.025118,1 out of 10,1 out of 9,1 out of 10
2024,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,LOS ANGELES,0.869247,0.887868,0.875353,0.885615,8 out of 10,8 out of 9,8 out of 10,0.882308,0.907733,0.919998,0.914693,10 out of 10,0 out of 9,10 out of 10,0.840281,0.872976,0.881300,0.863252,7 out of 10,0 out of 9,7 out of 10,0.916491,0.934002,0.936705,0.919344,2 out of 10,0 out of 9,2 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.027073,0.025671,0 out of 10,1 out of 9,1 out of 10
2024,50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.890702,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,0.842993,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,0.869247,0.887868,0.851609,0.849689,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.888056,0.893740,5 out of 10,2 out of 9,5 out of 10,0.840281,0.872976,0.851368,0.825977,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.910116,0.911532,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.972990,0.970436,1 out of 10,0 out of 9,1 out of 10,0.025396,0.018159,0.017048,0.025202,1 out of 10,0 out of 9,1 out of 10
2024,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,0.869247,0.887868,0.890474,0.883193,7 out of 10,0 out of 9,7 out of 10,0.882308,0.907733,0.898961,0.902262,8 out of 10,3 out of 9,8 out of 10,0.840281,0.872976,0.856145,0.831475,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.912151,0.913009,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.964598,0.975460,5 out of 10,6 out of 9,6 out of 10,0.025396,0.018159,0.038381,0.024419,2 out of 10,6 out of 9,6 out of 10
2024,50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,0.869247,0.887868,0.862060,0.875378,3 out of 10,5 out of 9,5 out of 10,0.882308,0.907733,0.862702,0.880521,0 out of 10,3 out of 9,3 out of 10,0.840281,0.872976,0.844139,0.789054,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.885314,0.901990,0 out of 10,3 out of 9,3 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023366,Not Available,Not Available,Not Available,Not Available
2024,50121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,KINGS,0.869247,0.887868,0.873746,0.858612,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.886223,0.857932,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.804616,0.771185,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.904876,0.879391,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026215,0.023856,2 out of 10,2 out of 9,2 out of 10
2024,50122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,0.869247,0.887868,0.871860,0.857020,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.851300,0.870713,0 out of 10,3 out of 9,3 out of 10,0.840281,0.872976,0.837121,0.796598,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.909266,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,0.951058,0 out of 10,Not Available,0 out of 10,0.025396,0.018159,0.026766,0.025520,0 out of 10,1 out of 9,1 out of 10
2024,50124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91208,LOS ANGELES,0.869247,0.887868,0.860309,0.880745,6 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.893173,0.896822,6 out of 10,2 out of 9,6 out of 10,0.840281,0.872976,0.840949,0.839406,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.915705,0.918306,1 out of 10,1 out of 9,1 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.022553,0.024105,2 out of 10,0 out of 9,2 out of 10
2024,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,0.869247,0.887868,0.877752,0.873435,3 out of 10,0 out of 9,3 out of 10,0.882308,0.907733,0.898940,0.902260,8 out of 10,3 out of 9,8 out of 10,0.840281,0.872976,0.838265,0.819067,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923793,0.898434,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.973597,0.976924,7 out of 10,4 out of 9,7 out of 10,0.025396,0.018159,0.028861,0.023238,3 out of 10,5 out of 9,5 out of 10
2024,50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,0.869247,0.887868,0.886575,0.869064,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.910682,0.909486,10 out of 10,0 out of 9,10 out of 10,0.840281,0.872976,0.850250,0.852482,4 out of 10,0 out of 9,4 out of 10,0.916491,0.934002,0.931674,0.906088,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.021662,0.024623,1 out of 10,0 out of 9,1 out of 10
2024,50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,0.869247,0.887868,0.859357,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.871691,0.832769,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.800390,0.797787,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.904956,0.902848,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.021825,Not Available,Not Available,Not Available,Not Available
2024,50128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,0.869247,0.887868,0.879546,0.879757,6 out of 10,0 out of 9,6 out of 10,0.882308,0.907733,0.880375,0.900907,7 out of 10,7 out of 9,7 out of 10,0.840281,0.872976,0.823330,0.803114,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.895257,0.888980,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.951920,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.024303,0.032670,0 out of 10,0 out of 9,0 out of 10
2024,50129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,0.869247,0.887868,0.847021,0.872841,2 out of 10,6 out of 9,6 out of 10,0.882308,0.907733,0.881434,0.880237,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.837629,0.795110,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.906652,0.886703,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.960349,0.966903,0 out of 10,3 out of 9,3 out of 10,0.025396,0.018159,0.037828,Not Available,Not Available,Not Available,Not Available
2024,50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,0.869247,0.887868,0.871917,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.883411,0.869320,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.867733,0.804879,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923593,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.024005,0.022539,4 out of 10,2 out of 9,4 out of 10
2024,50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,0.869247,0.887868,0.882999,0.871157,1 out of 10,0 out of 9,1 out of 10,0.882308,0.907733,0.912522,0.890432,3 out of 10,0 out of 9,3 out of 10,0.840281,0.872976,0.894881,0.847147,2 out of 10,0 out of 9,2 out of 10,0.916491,0.934002,0.941873,0.915166,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.028585,0.025489,0 out of 10,2 out of 9,2 out of 10
2024,50133,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,MARYSVILLE,CA,95901,YUBA,0.869247,0.887868,0.856932,0.865683,0 out of 10,2 out of 9,2 out of 10,0.882308,0.907733,0.861411,0.885706,2 out of 10,5 out of 9,5 out of 10,0.840281,0.872976,0.819296,0.808913,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.907650,0.900338,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.958872,0.958549,0 out of 10,0 out of 9,0 out of 10,0.025396,0.018159,0.032990,0.028198,0 out of 10,3 out of 9,3 out of 10
2024,50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,0.869247,0.887868,0.887275,0.887499,9 out of 10,3 out of 9,9 out of 10,0.882308,0.907733,0.918582,0.909320,10 out of 10,0 out of 9,10 out of 10,0.840281,0.872976,0.910018,0.912152,10 out of 10,9 out of 9,10 out of 10,0.916491,0.934002,0.944858,0.929963,7 out of 10,0 out of 9,7 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,0.869247,0.887868,0.874682,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.903431,0.887659,2 out of 10,0 out of 9,2 out of 10,0.840281,0.872976,0.854518,0.839339,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.926906,0.910936,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.028975,0.031903,0 out of 10,0 out of 9,0 out of 10
2024,50137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,Not Available,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,Not Available,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,Not Available,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,Not Available,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,Not Available,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,0.832568,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50140,KAISER FOUNDATION HOSPITAL FONTANA/ONTARIO,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,0.869247,0.887868,0.856405,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,Not Available,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,0.849843,Not Available,Not Available,Not Available,Not Available,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,0.869247,0.887868,0.864403,0.888933,10 out of 10,9 out of 9,10 out of 10,0.882308,0.907733,0.872852,0.910359,10 out of 10,9 out of 9,10 out of 10,0.840281,0.872976,0.838953,0.814232,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.913171,0.908740,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.972213,0.964690,0 out of 10,0 out of 9,0 out of 10,0.025396,0.018159,0.032440,0.036284,0 out of 10,0 out of 9,0 out of 10
2024,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,0.869247,0.887868,0.877337,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.902447,0.891269,4 out of 10,0 out of 9,4 out of 10,0.840281,0.872976,0.860619,0.830171,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.926189,0.907453,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,0.869247,0.887868,0.863187,0.872815,2 out of 10,3 out of 9,3 out of 10,0.882308,0.907733,0.863493,0.892198,4 out of 10,6 out of 9,6 out of 10,0.840281,0.872976,0.836229,0.830659,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.927433,0.911190,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.024417,Not Available,Not Available,Not Available,Not Available
